EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
364,33,1,2,2,5,4,0,8,3,2,2851,1,1,2,1,2,3,1,0,0,0,7.17,NEUTRAL,Very Important,Yes,15.6,3295.756
365,37,0,2,1,10,3,0,2,1,1,3452,6,0,2,17,3,3,5,4,0,3,4.67,NEUTRAL,Not Valuable,No,0.0,3452.0
366,46,0,0,1,7,3,0,4,3,1,5258,2,0,3,7,2,4,1,0,0,0,4.72,NEUTRAL,Not Valuable,No,0.0,5258.0
367,41,1,1,2,4,1,1,7,2,2,9355,1,0,3,8,5,3,8,7,7,7,4.92,NEUTRAL,Not Valuable,No,0.0,9355.0
368,50,0,2,1,10,4,1,0,4,2,10496,6,0,4,20,2,3,4,3,1,3,7.6,NEUTRAL,Very Important,No,0.0,10496.0
369,40,1,2,2,22,3,1,7,3,1,6380,2,1,1,8,6,3,6,4,1,0,7.16,NEUTRAL,Very Important,Yes,16.01,7401.437999999999
370,31,0,2,1,9,3,1,6,2,2,2657,0,1,4,3,5,3,2,2,2,2,7.74,NEUTRAL,Very Important,No,0.0,2657.0
371,21,1,2,2,12,3,0,8,2,2,2716,1,0,4,1,0,3,1,0,0,0,5.2,NEUTRAL,Not Valuable,No,0.0,2716.0
372,29,0,2,1,23,4,1,6,4,2,2201,9,0,4,6,4,3,3,2,1,2,7.3,NEUTRAL,Very Important,No,0.0,2201.0
373,35,0,2,1,9,3,1,0,2,2,6540,9,0,3,10,5,3,1,1,0,0,5.71,NEUTRAL,Less Valuable,No,0.0,6540.0
374,27,0,2,1,1,4,1,2,2,0,3816,1,0,2,5,2,3,5,2,0,4,5.33,NEUTRAL,Not Valuable,No,0.0,3816.0
375,28,0,2,2,9,2,1,7,4,2,5253,1,0,4,7,1,3,7,5,0,7,6.32,NEUTRAL,Less Valuable,No,0.0,5253.0
376,49,0,2,1,7,2,1,0,3,2,10965,8,0,3,26,2,3,5,2,0,0,5.77,NEUTRAL,Less Valuable,No,0.0,10965.0
377,51,0,2,2,14,3,0,7,4,1,4936,4,0,3,18,2,2,7,7,0,7,6.32,NEUTRAL,Less Valuable,No,0.0,4936.0
378,36,0,2,1,2,4,0,6,3,1,2543,4,0,2,6,3,3,2,2,2,2,5.87,NEUTRAL,Less Valuable,No,0.0,2543.0
379,34,1,0,2,19,1,1,7,4,2,5304,8,1,2,9,3,2,5,2,0,4,5.3,NEUTRAL,Not Valuable,No,0.0,5304.0
380,55,0,2,1,2,3,0,3,4,2,16659,2,1,3,30,2,3,5,4,1,2,8.75,NEUTRAL,Very Important,No,0.0,16659.0
381,24,0,2,2,10,4,0,7,3,0,4260,1,1,4,5,2,4,5,2,0,3,8.61,NEUTRAL,Very Important,No,0.0,4260.0
382,30,0,2,2,2,3,1,8,2,1,2476,1,0,1,1,3,3,1,0,0,0,4.27,NEUTRAL,Not Valuable,No,0.0,2476.0
383,26,1,1,1,3,3,1,6,1,2,3102,0,0,3,7,2,3,6,4,0,4,4.25,NEUTRAL,Not Valuable,No,0.0,3102.0
384,22,0,2,1,11,1,0,6,2,1,2244,1,0,4,2,1,3,2,1,1,2,4.56,NEUTRAL,Not Valuable,No,0.0,2244.0
385,36,0,2,2,2,2,1,7,3,1,7596,1,0,2,10,2,3,10,9,9,0,5.41,NEUTRAL,Not Valuable,No,0.0,7596.0
386,30,1,1,1,4,3,1,6,4,2,2285,9,1,3,3,4,3,1,0,0,0,7.28,NEUTRAL,Very Important,Yes,17.18,2677.563
387,37,0,2,1,14,4,0,2,1,0,3034,1,0,3,18,2,2,18,7,12,17,6.33,NEUTRAL,Less Valuable,No,0.0,3034.0
388,40,0,2,2,2,4,0,7,2,0,5715,7,0,3,8,5,3,5,4,1,3,6.29,NEUTRAL,Less Valuable,No,0.0,5715.0
389,42,0,2,1,1,2,0,2,1,0,2576,3,0,2,8,5,3,5,2,1,2,4.34,NEUTRAL,Not Valuable,No,0.0,2576.0
390,37,0,2,1,10,3,1,4,2,2,4197,2,1,4,18,2,2,1,0,0,1,7.19,NEUTRAL,Very Important,No,0.0,4197.0
391,43,0,2,1,12,1,1,5,2,0,14336,1,0,3,25,3,3,25,10,3,9,5.8,NEUTRAL,Less Valuable,No,0.0,14336.0
392,40,0,2,1,2,2,0,2,3,1,3448,6,0,2,20,3,3,1,0,0,0,5.03,NEUTRAL,Not Valuable,No,0.0,3448.0
393,54,0,2,1,5,1,1,5,1,1,19406,4,0,3,24,4,2,4,2,1,2,4.79,NEUTRAL,Not Valuable,No,0.0,19406.0
394,34,0,0,2,4,3,0,7,3,1,6538,9,0,1,6,3,3,3,2,1,2,3.86,NEUTRAL,Not Valuable,No,0.0,6538.0
395,31,0,2,1,7,2,0,4,1,1,4306,1,0,2,13,5,1,13,10,3,12,4.45,NEUTRAL,Not Valuable,No,0.0,4306.0
396,43,0,1,1,21,4,1,2,4,1,2258,7,0,1,8,1,3,3,2,1,2,4.98,NEUTRAL,Not Valuable,No,0.0,2258.0
397,43,0,2,1,8,3,0,0,3,0,4522,4,1,4,8,3,3,5,2,0,2,8.02,NEUTRAL,Very Important,No,0.0,4522.0
398,25,0,2,2,4,2,0,7,4,2,4487,1,1,2,5,3,3,5,4,1,3,7.19,NEUTRAL,Very Important,No,0.0,4487.0
399,37,0,0,1,25,2,0,6,3,1,4449,3,1,1,15,2,3,13,11,10,7,5.69,NEUTRAL,Not Valuable,No,0.0,4449.0
400,31,0,2,1,1,4,1,2,1,1,2218,1,0,3,4,3,3,4,2,3,2,5.41,NEUTRAL,Not Valuable,No,0.0,2218.0
401,39,0,1,1,1,2,1,3,3,0,19197,1,1,3,21,3,3,21,8,1,6,7.65,NEUTRAL,Very Important,No,0.0,19197.0
402,56,0,1,2,6,3,0,7,1,1,13212,9,0,4,36,0,2,7,7,7,7,5.38,NEUTRAL,Not Valuable,No,0.0,13212.0
403,30,0,2,2,12,2,0,7,3,2,6577,0,0,2,6,6,3,5,4,4,4,5.73,NEUTRAL,Less Valuable,No,0.0,6577.0
404,41,0,2,2,1,2,1,7,1,1,8392,1,0,3,10,2,3,10,7,0,7,4.83,NEUTRAL,Not Valuable,No,0.0,8392.0
405,28,0,2,1,17,3,1,2,1,0,4558,1,0,4,10,2,3,10,0,1,8,5.65,NEUTRAL,Not Valuable,No,0.0,4558.0
406,25,1,2,1,3,1,1,2,1,1,4031,5,0,3,6,5,3,2,2,0,2,4.28,NEUTRAL,Not Valuable,No,0.0,4031.0
407,52,0,2,1,3,4,1,4,3,1,7969,2,1,3,28,4,3,5,4,0,4,8.66,NEUTRAL,Very Important,No,0.0,7969.0
408,45,0,2,1,10,1,1,6,4,1,2654,3,0,4,8,3,2,2,2,0,2,5.52,NEUTRAL,Not Valuable,No,0.0,2654.0
409,52,0,2,1,4,4,0,3,4,1,16555,2,0,4,31,2,1,5,2,1,4,7.47,NEUTRAL,Very Important,No,0.0,16555.0
410,42,0,1,1,29,1,0,6,3,0,4556,2,0,2,19,3,3,5,4,0,2,4.11,NEUTRAL,Not Valuable,No,0.0,4556.0
411,30,0,2,1,2,3,0,4,4,2,6091,2,0,3,11,2,3,5,4,0,2,6.34,NEUTRAL,Less Valuable,No,0.0,6091.0
412,60,0,2,1,7,1,0,3,1,1,19566,5,0,4,33,5,1,29,8,11,10,6.23,NEUTRAL,Less Valuable,No,0.0,19566.0
413,46,0,2,1,18,3,0,4,3,0,4810,2,0,3,19,5,2,10,7,0,8,6.34,NEUTRAL,Less Valuable,No,0.0,4810.0
414,42,0,1,1,28,4,0,0,4,1,4523,0,0,4,7,4,4,6,5,0,4,7.13,NEUTRAL,Very Important,No,0.0,4523.0
415,24,1,2,2,1,1,0,8,2,2,3202,1,1,2,6,4,3,5,3,1,4,5.96,NEUTRAL,Less Valuable,Yes,12.25,3594.2450000000003
416,34,1,1,2,6,4,0,8,3,0,2351,0,0,4,3,3,2,2,2,1,0,5.67,NEUTRAL,Not Valuable,No,0.0,2351.0
417,38,0,1,1,2,4,1,2,4,1,1702,1,1,3,1,3,3,1,0,0,0,7.54,NEUTRAL,Very Important,No,0.0,1702.0
418,40,0,2,2,2,3,0,3,3,1,18041,0,0,4,21,2,3,20,15,1,12,7.52,NEUTRAL,Very Important,No,0.0,18041.0
419,26,0,2,1,23,1,0,6,4,0,2886,1,0,2,3,3,1,3,2,0,2,4.3,NEUTRAL,Not Valuable,No,0.0,2886.0
420,30,0,0,1,3,3,1,2,4,1,2097,4,0,3,9,3,1,5,3,1,4,4.59,NEUTRAL,Not Valuable,No,0.0,2097.0
421,29,0,2,1,3,2,1,5,3,1,11935,1,0,3,10,2,3,10,2,0,7,5.89,NEUTRAL,Less Valuable,No,0.0,11935.0
422,29,1,2,1,25,3,0,6,2,1,2546,5,0,2,6,2,4,2,2,1,1,5.03,NEUTRAL,Not Valuable,No,0.0,2546.0
423,19,1,2,0,2,1,1,1,4,2,2564,1,0,3,1,3,4,1,0,0,0,5.47,NEUTRAL,Not Valuable,No,0.0,2564.0
424,30,0,0,2,22,3,0,7,1,1,8412,0,0,3,10,3,3,9,8,7,8,4.51,NEUTRAL,Not Valuable,No,0.0,8412.0
425,57,0,2,2,29,1,1,3,4,0,14118,3,0,3,32,3,2,1,0,0,0,5.79,NEUTRAL,Less Valuable,No,0.0,14118.0
426,50,0,2,1,29,2,1,3,3,1,17046,0,0,2,28,2,3,27,10,15,7,6.76,NEUTRAL,Less Valuable,No,0.0,17046.0
427,30,0,0,1,2,3,0,2,4,2,2564,0,0,3,12,2,2,11,7,6,7,5.2,NEUTRAL,Not Valuable,No,0.0,2564.0
428,60,0,1,2,28,3,0,7,1,1,10266,4,0,4,22,5,4,18,13,13,11,6.85,NEUTRAL,Less Valuable,No,0.0,10266.0
429,47,0,2,1,2,1,0,4,4,0,5070,5,0,3,20,2,3,5,0,0,4,5.61,NEUTRAL,Not Valuable,No,0.0,5070.0
430,46,0,2,1,2,1,1,5,3,1,17861,6,0,3,26,2,1,3,2,0,1,5.03,NEUTRAL,Not Valuable,No,0.0,17861.0
431,35,0,2,1,22,4,1,2,3,2,4230,0,0,3,6,2,3,5,4,4,3,6.4,NEUTRAL,Less Valuable,No,0.0,4230.0
432,54,0,2,1,8,3,0,2,3,2,3780,7,0,3,19,3,3,1,0,0,0,5.92,NEUTRAL,Less Valuable,No,0.0,3780.0
433,34,0,2,1,2,4,1,6,3,0,2768,3,0,3,14,3,3,7,3,5,7,6.8,NEUTRAL,Less Valuable,No,0.0,2768.0
434,46,0,2,2,10,3,0,7,4,1,9071,2,1,3,15,3,3,3,2,1,2,8.35,NEUTRAL,Very Important,No,0.0,9071.0
435,31,0,2,1,9,3,1,4,2,0,10648,1,0,4,13,6,4,13,8,0,8,7.21,NEUTRAL,Very Important,No,0.0,10648.0
436,33,1,2,1,15,2,1,3,3,1,13610,7,1,4,15,2,4,7,6,7,7,8.71,NEUTRAL,Very Important,Yes,19.5,16263.95
437,33,1,2,1,10,1,1,2,4,0,3408,7,0,1,8,2,3,4,3,1,3,4.49,NEUTRAL,Not Valuable,No,0.0,3408.0
438,30,0,2,2,7,4,1,8,2,2,2983,0,0,1,4,3,3,3,2,1,2,4.92,NEUTRAL,Not Valuable,No,0.0,2983.0
439,35,0,2,1,16,4,1,0,3,1,7632,4,1,3,10,2,3,8,7,0,0,8.0,NEUTRAL,Very Important,No,0.0,7632.0
440,31,1,1,1,20,1,1,0,3,1,9824,3,0,1,12,2,3,1,0,0,0,3.53,NEUTRAL,Not Valuable,No,0.0,9824.0
441,34,1,1,0,23,2,0,1,1,0,9950,9,1,3,11,2,3,3,2,0,2,5.69,NEUTRAL,Not Valuable,No,0.0,9950.0
442,42,0,1,1,5,2,1,2,3,1,2093,4,0,4,8,4,3,2,2,2,0,5.3,NEUTRAL,Not Valuable,No,0.0,2093.0
443,36,0,0,2,10,2,1,7,4,2,9980,1,0,4,10,3,2,10,3,9,7,5.72,NEUTRAL,Less Valuable,No,0.0,9980.0
444,22,1,1,1,4,3,1,2,3,2,3894,5,0,3,4,3,3,2,2,1,2,5.22,NEUTRAL,Not Valuable,No,0.0,3894.0
445,48,0,2,2,2,2,0,7,4,1,4051,2,0,1,14,2,3,9,7,6,7,5.47,NEUTRAL,Not Valuable,No,0.0,4051.0
446,55,0,2,2,18,1,0,3,2,2,16835,3,0,4,37,2,3,10,9,7,7,6.31,NEUTRAL,Less Valuable,No,0.0,16835.0
447,41,0,0,2,10,4,1,7,4,2,6230,7,0,4,16,3,3,14,3,1,10,6.64,NEUTRAL,Less Valuable,No,0.0,6230.0
448,35,0,2,2,1,2,1,7,3,1,4717,9,0,3,15,2,3,11,9,6,9,6.03,NEUTRAL,Less Valuable,No,0.0,4717.0
449,40,0,2,1,6,2,0,4,3,2,13237,7,0,3,22,3,3,20,6,5,13,6.81,NEUTRAL,Less Valuable,No,0.0,13237.0
450,39,0,1,1,8,3,0,2,3,1,3755,1,0,1,8,3,3,8,3,0,7,4.6,NEUTRAL,Not Valuable,No,0.0,3755.0
451,31,0,2,2,2,2,1,7,4,2,6582,4,1,3,10,2,4,6,5,0,5,7.98,NEUTRAL,Very Important,No,0.0,6582.0
452,42,0,2,1,24,4,1,4,1,1,7406,1,1,4,10,5,2,10,9,5,8,8.17,NEUTRAL,Very Important,No,0.0,7406.0
453,45,0,2,2,2,4,1,7,2,1,4805,0,0,2,9,3,4,8,7,3,7,6.12,NEUTRAL,Less Valuable,No,0.0,4805.0
454,26,1,1,0,17,2,0,1,3,0,2741,0,1,2,8,2,2,7,7,1,0,5.57,NEUTRAL,Not Valuable,No,0.0,2741.0
455,29,0,2,1,19,4,1,4,4,0,4262,4,0,2,8,2,4,3,2,1,2,6.54,NEUTRAL,Less Valuable,No,0.0,4262.0
456,33,0,2,1,1,1,0,5,3,0,16184,4,0,3,10,2,3,6,1,0,5,5.49,NEUTRAL,Not Valuable,No,0.0,16184.0
457,31,0,2,2,7,3,1,3,4,0,11557,9,0,3,10,3,2,5,4,0,1,6.35,NEUTRAL,Less Valuable,No,0.0,11557.0
458,18,1,1,2,5,2,1,8,2,2,1878,1,1,4,0,3,3,0,0,0,0,6.15,NEUTRAL,Less Valuable,Yes,12.09,2105.0502
459,40,0,0,2,28,3,1,7,1,0,10932,3,0,3,20,2,3,1,0,0,1,3.96,NEUTRAL,Not Valuable,No,0.0,10932.0
460,41,0,0,1,2,1,0,0,3,2,6811,2,1,1,10,3,3,8,7,0,7,4.9,NEUTRAL,Not Valuable,No,0.0,6811.0
461,26,0,2,2,29,1,1,7,3,0,4306,5,0,1,8,5,3,0,0,0,0,4.26,NEUTRAL,Not Valuable,No,0.0,4306.0
462,35,0,2,2,1,1,0,7,3,2,4859,1,0,4,5,3,3,5,4,0,3,5.46,NEUTRAL,Not Valuable,No,0.0,4859.0
463,34,0,2,2,21,4,1,7,4,2,5337,1,0,4,10,3,3,10,7,5,7,7.78,NEUTRAL,Very Important,No,0.0,5337.0
464,26,1,2,1,24,3,1,2,4,2,2340,1,1,2,1,3,1,1,0,0,0,6.72,NEUTRAL,Less Valuable,Yes,11.62,2611.9080000000004
465,37,0,2,1,1,2,0,4,4,2,7491,4,0,4,12,3,4,6,5,1,2,6.88,NEUTRAL,Less Valuable,No,0.0,7491.0
466,46,0,1,1,18,1,0,0,3,1,10527,5,0,4,28,3,2,2,2,1,2,5.08,NEUTRAL,Not Valuable,No,0.0,10527.0
467,41,0,2,2,2,2,0,3,1,1,16595,7,0,2,22,2,3,18,16,11,8,5.5,NEUTRAL,Not Valuable,No,0.0,16595.0
468,37,0,0,2,9,1,1,7,2,0,8834,1,0,4,9,6,3,9,5,7,7,4.88,NEUTRAL,Not Valuable,No,0.0,8834.0
469,52,0,2,1,6,4,1,6,1,0,5577,3,1,2,18,3,3,10,9,6,9,7.44,NEUTRAL,Very Important,No,0.0,5577.0
470,32,1,0,2,11,4,1,7,3,1,4707,8,0,4,6,2,3,4,2,1,2,5.43,NEUTRAL,Not Valuable,No,0.0,4707.0
471,24,0,1,2,24,4,1,8,4,1,2400,0,0,3,3,3,3,2,2,2,1,6.06,NEUTRAL,Less Valuable,No,0.0,2400.0
472,38,0,2,1,10,3,0,0,3,1,9824,3,0,3,18,4,3,1,0,0,0,6.28,NEUTRAL,Less Valuable,No,0.0,9824.0
473,37,0,2,1,1,2,0,4,2,1,6447,6,0,2,8,2,2,6,5,4,3,4.44,NEUTRAL,Not Valuable,No,0.0,6447.0
474,49,0,2,1,18,4,1,5,3,0,19502,1,1,3,31,5,3,31,9,0,9,9.77,NEUTRAL,Very Important,No,0.0,19502.0
475,24,0,2,1,23,2,1,6,4,1,2725,1,1,2,6,3,3,6,5,1,4,7.19,NEUTRAL,Very Important,No,0.0,2725.0
476,26,0,2,2,28,1,1,7,2,1,6272,1,0,4,6,5,4,5,3,1,4,5.71,NEUTRAL,Less Valuable,No,0.0,6272.0
477,24,0,2,1,17,4,1,2,2,1,2127,1,0,4,1,2,3,1,0,0,0,5.89,NEUTRAL,Less Valuable,No,0.0,2127.0
478,50,0,1,0,3,1,1,3,2,1,18200,1,0,3,32,2,3,32,5,10,7,5.61,NEUTRAL,Not Valuable,No,0.0,18200.0
479,25,0,2,2,13,2,1,8,3,1,2096,1,0,3,7,1,3,7,4,0,6,5.26,NEUTRAL,Not Valuable,No,0.0,2096.0
480,24,1,1,1,7,1,0,2,3,1,2886,1,1,4,6,4,3,6,3,1,2,6.6,NEUTRAL,Less Valuable,Yes,13.57,3277.6301999999996
481,30,1,1,2,12,2,1,8,1,1,2033,1,0,3,1,2,4,1,0,0,0,3.76,NEUTRAL,Not Valuable,No,0.0,2033.0
482,34,0,2,1,1,2,1,6,4,1,3622,1,1,4,6,3,3,6,5,1,3,8.07,NEUTRAL,Very Important,No,0.0,3622.0
483,31,1,2,2,13,2,1,7,1,0,4233,2,0,3,9,2,1,3,1,1,2,3.85,NEUTRAL,Not Valuable,No,0.0,4233.0
484,35,0,2,1,25,1,1,2,4,2,3681,4,0,4,9,3,3,3,2,0,2,5.88,NEUTRAL,Less Valuable,No,0.0,3681.0
485,31,0,2,2,6,1,1,7,4,0,5460,4,0,4,13,4,4,7,7,5,7,6.88,NEUTRAL,Less Valuable,No,0.0,5460.0
486,27,0,2,1,6,1,0,6,3,0,2187,0,0,3,6,5,2,5,3,0,3,4.91,NEUTRAL,Not Valuable,No,0.0,2187.0
487,37,0,2,2,2,4,1,7,3,1,9602,4,1,3,17,3,2,3,0,1,0,8.02,NEUTRAL,Very Important,No,0.0,9602.0
488,20,0,2,1,1,4,0,6,2,2,2836,1,0,4,1,0,4,1,0,0,0,5.94,NEUTRAL,Less Valuable,No,0.0,2836.0
489,42,0,2,1,2,3,0,0,4,1,4089,1,0,2,10,4,3,10,2,2,2,6.22,NEUTRAL,Less Valuable,No,0.0,4089.0
490,43,0,2,1,6,2,1,5,4,0,16627,4,1,3,21,3,2,1,0,0,0,7.85,NEUTRAL,Very Important,No,0.0,16627.0
491,38,0,2,1,1,3,0,6,1,2,2619,3,0,4,8,3,2,0,0,0,0,4.94,NEUTRAL,Not Valuable,No,0.0,2619.0
492,43,0,1,1,9,4,1,2,3,0,5679,3,1,2,10,3,3,8,7,4,7,7.44,NEUTRAL,Very Important,No,0.0,5679.0
493,48,0,2,1,1,4,0,3,1,1,15402,7,0,1,21,3,1,3,2,0,2,4.57,NEUTRAL,Not Valuable,No,0.0,15402.0
494,44,0,2,0,1,1,0,1,3,2,5985,4,0,2,10,1,4,2,2,0,2,4.65,NEUTRAL,Not Valuable,No,0.0,5985.0
495,34,0,2,2,14,3,0,8,3,0,2579,1,1,4,8,3,3,8,2,0,6,8.13,NEUTRAL,Very Important,No,0.0,2579.0
496,27,1,2,2,2,3,1,8,1,0,3041,0,0,2,5,3,3,4,3,0,2,4.44,NEUTRAL,Not Valuable,No,0.0,3041.0
497,21,0,2,2,22,3,1,8,3,2,3447,1,0,3,3,2,3,3,2,1,2,5.68,NEUTRAL,Not Valuable,No,0.0,3447.0
498,44,0,2,1,3,4,1,3,4,1,19513,4,1,1,26,2,4,2,2,0,1,8.54,NEUTRAL,Very Important,No,0.0,19513.0
499,22,0,2,1,6,1,1,6,3,1,2773,0,0,4,3,3,3,2,2,2,2,5.37,NEUTRAL,Not Valuable,No,0.0,2773.0
500,33,0,2,2,8,3,1,7,3,0,7104,0,0,4,6,3,3,5,0,1,2,6.47,NEUTRAL,Less Valuable,No,0.0,7104.0
501,32,0,2,1,9,1,0,6,4,1,6322,1,1,4,6,2,2,6,4,0,5,7.33,NEUTRAL,Very Important,No,0.0,6322.0
502,30,0,1,1,3,3,0,6,3,0,2083,1,0,3,1,2,3,1,0,0,0,4.84,NEUTRAL,Not Valuable,No,0.0,2083.0
503,53,0,2,2,1,4,0,7,1,2,8381,7,0,4,18,2,4,14,7,8,10,7.08,NEUTRAL,Very Important,No,0.0,8381.0
504,34,0,2,1,1,2,1,6,4,1,2691,1,0,4,10,4,2,10,9,8,8,6.8,NEUTRAL,Less Valuable,No,0.0,2691.0
505,45,1,1,2,26,1,0,7,1,1,4286,2,0,4,5,4,3,1,1,0,0,3.88,NEUTRAL,Not Valuable,No,0.0,4286.0
506,26,0,2,1,6,3,0,2,4,1,2659,1,1,3,3,2,3,3,2,0,2,7.74,NEUTRAL,Very Important,No,0.0,2659.0
507,37,0,2,1,3,3,1,4,3,1,9434,1,0,3,10,2,3,10,7,7,8,6.59,NEUTRAL,Less Valuable,No,0.0,9434.0
508,29,0,2,2,3,2,0,7,3,1,5561,1,0,1,6,5,2,6,0,1,2,4.63,NEUTRAL,Not Valuable,No,0.0,5561.0
509,35,0,2,1,6,2,1,6,4,2,6646,1,0,2,17,3,3,17,11,11,8,6.54,NEUTRAL,Less Valuable,No,0.0,6646.0
510,33,0,1,1,6,3,1,0,4,0,7725,3,0,3,15,2,1,13,11,4,7,5.72,NEUTRAL,Less Valuable,No,0.0,7725.0
511,54,0,2,0,19,3,1,1,2,1,10725,2,0,3,16,1,4,9,7,7,1,6.15,NEUTRAL,Less Valuable,No,0.0,10725.0
512,36,0,2,1,9,2,1,4,2,0,8847,2,1,3,13,2,3,3,2,0,2,6.76,NEUTRAL,Less Valuable,No,0.0,8847.0
513,27,0,2,1,3,1,1,6,4,2,2045,0,0,4,5,0,3,4,2,1,1,5.37,NEUTRAL,Not Valuable,No,0.0,2045.0
514,20,1,2,1,10,4,1,6,3,2,1009,1,1,4,1,5,3,1,0,1,1,8.46,NEUTRAL,Very Important,Yes,23.97,1250.8573000000001
515,33,1,1,1,3,1,1,6,1,2,3348,1,1,1,10,3,3,10,8,9,7,4.89,NEUTRAL,Not Valuable,No,0.0,3348.0
516,35,0,0,1,3,3,1,2,3,1,1281,1,0,3,1,3,3,1,0,0,0,4.32,NEUTRAL,Not Valuable,No,0.0,1281.0
517,23,0,2,1,4,1,1,6,1,1,2819,2,0,1,5,3,4,3,2,0,2,3.37,NEUTRAL,Not Valuable,No,0.0,2819.0
518,25,0,2,2,8,4,1,7,2,1,4851,0,0,3,4,4,3,3,2,1,2,6.01,NEUTRAL,Less Valuable,No,0.0,4851.0
519,38,0,2,2,7,4,0,7,4,2,4028,0,0,1,8,2,3,7,7,0,5,5.92,NEUTRAL,Less Valuable,No,0.0,4028.0
520,29,0,1,1,1,2,1,6,4,0,2720,1,0,4,10,5,3,10,7,2,8,6.34,NEUTRAL,Less Valuable,No,0.0,2720.0
521,48,0,2,2,2,2,1,7,2,1,8120,3,0,4,12,3,3,2,2,2,2,5.7,NEUTRAL,Less Valuable,No,0.0,8120.0
522,27,0,1,2,3,4,0,7,4,0,4647,1,1,2,6,3,3,6,5,0,4,7.49,NEUTRAL,Very Important,No,0.0,4647.0
523,37,0,2,1,10,4,1,6,4,2,4680,3,0,1,4,2,3,1,0,0,0,5.63,NEUTRAL,Not Valuable,No,0.0,4680.0
524,50,0,2,1,28,4,1,2,3,1,3221,1,1,3,20,3,3,20,8,3,8,8.67,NEUTRAL,Very Important,No,0.0,3221.0
525,34,0,2,1,9,4,0,0,2,2,8621,1,0,2,9,3,4,8,7,7,7,6.45,NEUTRAL,Less Valuable,No,0.0,8621.0
526,24,1,2,2,3,1,0,7,3,2,4577,9,0,1,4,3,3,2,2,2,0,4.06,NEUTRAL,Not Valuable,No,0.0,4577.0
527,39,0,2,1,2,4,0,0,3,2,4553,1,0,1,20,4,3,20,7,11,10,6.73,NEUTRAL,Less Valuable,No,0.0,4553.0
528,32,0,2,2,10,4,1,7,4,2,5396,1,0,4,10,2,2,10,7,0,8,7.18,NEUTRAL,Very Important,No,0.0,5396.0
529,50,1,1,2,8,2,1,7,3,1,6796,3,1,1,18,4,3,4,3,1,3,6.07,NEUTRAL,Less Valuable,Yes,8.59,7379.776400000001
530,38,0,2,1,1,2,0,0,4,2,7625,0,0,3,10,4,2,9,7,1,8,6.23,NEUTRAL,Less Valuable,No,0.0,7625.0
531,27,0,2,1,1,3,0,4,1,1,7412,1,0,4,9,3,3,9,7,0,7,5.79,NEUTRAL,Less Valuable,No,0.0,7412.0
532,32,0,2,1,3,3,0,5,4,2,11159,3,0,4,10,6,3,7,7,7,7,8.02,NEUTRAL,Very Important,No,0.0,11159.0
533,47,0,2,2,14,4,1,7,1,2,4960,2,0,4,20,2,3,7,7,1,7,6.19,NEUTRAL,Less Valuable,No,0.0,4960.0
534,40,0,1,2,5,4,1,7,1,1,10475,5,1,3,20,2,3,18,13,1,12,7.32,NEUTRAL,Very Important,No,0.0,10475.0
535,53,0,2,1,7,3,1,5,3,1,14814,3,0,3,32,3,3,5,1,1,3,6.74,NEUTRAL,Less Valuable,No,0.0,14814.0
536,41,0,2,0,10,2,1,3,4,0,19141,3,0,2,23,2,2,21,6,12,6,6.71,NEUTRAL,Less Valuable,No,0.0,19141.0
537,60,0,2,2,16,1,1,7,1,2,5405,8,0,4,10,1,3,2,2,2,2,4.38,NEUTRAL,Not Valuable,No,0.0,5405.0
538,27,0,1,1,10,4,1,4,1,0,8793,1,0,3,9,4,2,9,7,1,7,5.12,NEUTRAL,Not Valuable,No,0.0,8793.0
539,41,0,2,0,1,4,1,3,3,1,19189,1,0,2,22,3,3,22,7,2,10,7.27,NEUTRAL,Very Important,No,0.0,19189.0
540,50,0,2,2,8,4,1,8,2,1,3875,7,0,4,4,2,3,2,2,2,2,6.18,NEUTRAL,Less Valuable,No,0.0,3875.0
541,28,1,2,1,1,1,0,6,2,2,2216,7,1,4,10,4,3,7,7,3,7,7.08,NEUTRAL,Very Important,Yes,19.25,2642.58
542,36,0,0,1,8,1,0,5,1,1,11713,9,0,1,10,2,3,8,7,0,5,2.29,NEUTRAL,Not Valuable,No,0.0,11713.0
543,38,0,2,1,1,3,0,4,3,2,7861,4,1,4,10,4,4,1,0,0,0,8.49,NEUTRAL,Very Important,No,0.0,7861.0
544,44,0,0,1,24,1,1,2,3,2,3708,2,0,3,9,5,3,5,2,1,4,4.14,NEUTRAL,Not Valuable,No,0.0,3708.0
545,47,0,1,2,3,4,0,7,3,0,13770,9,1,4,28,2,2,22,2,11,13,9.16,NEUTRAL,Very Important,No,0.0,13770.0
546,30,0,2,2,27,3,1,7,4,0,5304,7,0,4,10,2,2,8,7,7,7,6.98,NEUTRAL,Less Valuable,No,0.0,5304.0
